Rank,Author,Title,Citations,Year,Publisher,Venue,Source,cit/year,,,,
617,Farajzade,Generative-Adversarial Class-Imbalance Learning for Classifying Cyber-Attacks and Faults-A Cyber-Physical Power System,6,2021, ieeexplore.ieee.org, … on Dependable and …,https://ieeexplore.ieee.org/abstract/document/9563211/,3,,,,
662,"An, Y Guo, M Zhang, X Qi, N Lei, X Gu",AE-OT-GAN: Training GANs from data specific latent distribution,10,2020, Springer, European Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-58574-7_33,3,,,,
31,Ashrapov,Tabular GANs for uneven distribution,9,2020, arxiv.org, arXiv preprint arXiv:2010.00638,https://arxiv.org/abs/2010.00638,3,,,,
470,"Iman, K Rasheed, HR Arabnia",A Review of Deep Transfer Learning and Recent Advancements,3,2022, arxiv.org, arXiv preprint arXiv:2201.09679,https://arxiv.org/abs/2201.09679,3,,,,
880,"Sengupta, A Wong, A Singh, J Zelek…",DeSupGAN: multi-scale feature averaging generative adversarial network for simultaneous de-blurring and super-resolution of retinal fundus images,10,2020, Springer, … on Ophthalmic Medical …,https://link.springer.com/chapter/10.1007/978-3-030-63419-3_4,3,,,,
575,"Iqbal, M Sharif, M Yasmin, M Raza, S Aftab",Generative adversarial networks and its applications in the biomedical image segmentation: a comprehensive survey,3,2022, Springer, International Journal of …,https://link.springer.com/article/10.1007/s13735-022-00240-x,3,,,,
374," Uysal, MŞ Bilici, BS Zaza, MY Özgenç…",Exploring the limits of data augmentation for retinal vessel segmentation,6,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2105.09365,3,,,,
384,"Zhao, JH Jacobsen, W Grathwohl",Joint energy-based models for semi-supervised classification,10,2020, gatsby.ucl.ac.uk, ICML 2020 Workshop on …,http://www.gatsby.ucl.ac.uk/~balaji/udl2020/accepted-papers/UDL2020-paper-105.pdf,3,,,,
793,"Berghoff, M Neu, A von Twickel",Vulnerabilities of connectionist AI applications: evaluation and defense,10,2020, frontiersin.org, Frontiers in big Data,https://www.frontiersin.org/articles/10.3389/fdata.2020.00023/full,3,,,,
338,"Qiu, T Misu, C Busso",Driving anomaly detection with conditional generative adversarial network using physiological and can-bus data,12,2019, dl.acm.org, 2019 International Conference on Multimodal …,https://dl.acm.org/doi/abs/10.1145/3340555.3353749,3,,,,
144,"Lederrey, T Hillel, M Bierlaire",DATGAN: Integrating expert knowledge into deep learning for synthetic tabular data,3,2022, arxiv.org, arXiv preprint arXiv:2203.03489,https://arxiv.org/abs/2203.03489,3,,,,
80,"Ding, H Fang, Z Zhang, KKR Choo…",Privacy-preserving feature extraction via adversarial training,8,2020, ieeexplore.ieee.org, … on Knowledge and Data …,https://ieeexplore.ieee.org/abstract/document/9099993/,3,,,,
635,"Zhang, Y Pan, L Zhang, RLK Tiong",Cross-scale generative adversarial network for crowd density estimation from images,9,2020, Elsevier, Engineering Applications of Artificial …,https://www.sciencedirect.com/science/article/pii/S0952197620301743,3,,,,
432,Tian,Suggestive site planning with conditional gan and urban gis data,10,2020, Springer, … Conference on Computational Design and Robotic …,https://link.springer.com/chapter/10.1007/978-981-33-4400-6_10,3,,,,
354,"Imtiaz, M Arsalan, V Vlassov…",Synthetic and private smart health care data generation using GANs,6,2021, ieeexplore.ieee.org, … Conference on Computer …,https://ieeexplore.ieee.org/abstract/document/9522203/,3,,,,
87,"Baasch, G Rousseau, R Evins",A Conditional Generative adversarial Network for energy use in multiple buildings using scarce data,6,2021, Elsevier, Energy and AI,https://www.sciencedirect.com/science/article/pii/S2666546821000410,3,,,,
51,Kuo,Generative synthesis of insurance datasets,12,2019, arxiv.org, arXiv preprint arXiv:1912.02423,https://arxiv.org/abs/1912.02423,3,,,,
902,"Heiliger, A Sekuboyina, B Menze, J Egger, J Kleesiek",Beyond Medical Imaging-A Review of Multimodal Deep Learning in Radiology,3,2022, researchgate.net,,https://www.researchgate.net/profile/Jan-Egger-2/publication/358581125_Beyond_Medical_Imaging_A_Review_of_Multimodal_Deep_Learning_in_Radiology/links/620a1e5a7b05f82592ea5bda/Beyond-Medical-Imaging-A-Review-of-Multimodal-Deep-Learning-in-Radiology.pdf,3,,,,
364,"Peychev, A Ruoss, M Balunović, M Baader…",Latent space smoothing for individually fair representations,3,2022, Springer, … on Computer Vision,https://link.springer.com/chapter/10.1007/978-3-031-19778-9_31,3,,,,
32,"Lee, J Hyeong, J Jeon, N Park…",Invertible Tabular GANs: Killing Two Birds with One Stone for Tabular Data Synthesis,6,2021, proceedings.neurips.cc, Advances in Neural …,https://proceedings.neurips.cc/paper/2021/hash/22456f4b545572855c766df5eefc9832-Abstract.html,3,,,,
922,"Fathony, Z Kolter",AP-perf: Incorporating generic performance metrics in differentiable learning,10,2020, proceedings.mlr.press, International Conference on Artificial …,https://proceedings.mlr.press/v108/fathony20a.html,3,,,,
908," Leibowicz, S McGregor, A Ovadya",The Deepfake Detection Dilemma: A Multistakeholder Exploration of Adversarial Dynamics in Synthetic Media,6,2021, dl.acm.org, Proceedings of the 2021 AAAI …,https://dl.acm.org/doi/abs/10.1145/3461702.3462584,3,,,,
855,"Goschenhofer, R Hvingelby…",Deep semi-supervised learning for time series classification,6,2021, ieeexplore.ieee.org, 2021 20th IEEE …,https://ieeexplore.ieee.org/abstract/document/9680147/,3,,,,
413,"Mondal, A Bhattacharjee…",C-MI-GAN: Estimation of conditional mutual information using minmax formulation,8,2020, proceedings.mlr.press, … on Uncertainty in …,https://proceedings.mlr.press/v124/mondal20b.html,3,,,,
541,"Qian, XY Li, T Jung, Y Fan, Y Wang…","Social network de-anonymization: More adversarial knowledge, more users re-identified?",12,2019, dl.acm.org, ACM Transactions on …,https://dl.acm.org/doi/abs/10.1145/3310363,3,,,,
154,Castelle,The social lives of generative adversarial networks.,10,2020, castelle.org, FAT*,https://castelle.org/pdfs/Castelle%202020-The%20Social%20Lives%20of%20Generative%20Networks-Full%20Preprint-20200129.pdf,3,,,,
234,"Wang, V Sanchez, CT Li",Age-oriented face synthesis with conditional discriminator pool and adversarial triplet loss,6,2021, ieeexplore.ieee.org, IEEE Transactions on Image …,https://ieeexplore.ieee.org/abstract/document/9445621/,3,,,,
955,"Lu, C Wang, Y Xiong, H Xia…",Personalized Privacy‐Preserving Trajectory Data Publishing,17,2017, Wiley Online Library, Chinese Journal of …,https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/cje.2017.01.024,3,,,,
696,"Saxena, MN Teli",Comparison and analysis of image-to-image generative adversarial networks: A survey,6,2021, arxiv.org, arXiv preprint arXiv:2112.12625,https://arxiv.org/abs/2112.12625,3,,,,
69," Schulze, P Sperl, K Böttinger",Double-adversarial activation anomaly detection: Adversarial autoencoders are anomaly generators,3,2022, ieeexplore.ieee.org, 2022 International Joint …,https://ieeexplore.ieee.org/abstract/document/9892896/,3,,,,
948,"Gagana, HAU Athri…",Activation function optimizations for capsule networks,15,2018, ieeexplore.ieee.org, … Conference on Advances …,https://ieeexplore.ieee.org/abstract/document/8554604/,3,,,,
233,"Olaniyi, D Chen, Y Lu, Y Huang",Generative adversarial networks for image augmentation in agriculture: a systematic review,3,2022, arxiv.org, arXiv preprint arXiv:2204.04707,https://arxiv.org/abs/2204.04707,3,,,,
303," Gan, ST Liong, SY Wang…",An improved automatic defect identification system on natural leather via generative adversarial network,3,2022, Taylor & Francis, International Journal of …,https://www.tandfonline.com/doi/abs/10.1080/0951192X.2022.2048421,3,,,,
744,"Asokan, C Seelamantula",Teaching a GAN what not to learn,10,2020, proceedings.neurips.cc, Advances in Neural …,https://proceedings.neurips.cc/paper/2020/hash/29405e2a4c22866a205f557559c7fa4b-Abstract.html,3,,,,
310,"Amirkhani, MP Karimi",Adversarial defenses for object detectors based on Gabor convolutional layers,3,2022, Springer, The Visual Computer,https://link.springer.com/article/10.1007/s00371-021-02256-6,3,,,,
273,"Zhou, H Yu, V Pascazio, M Xing",PU-GAN: A One-Step 2-D InSAR Phase Unwrapping Based on Conditional Generative Adversarial Network,3,2022, ieeexplore.ieee.org, IEEE Transactions on …,https://ieeexplore.ieee.org/abstract/document/9687539/,3,,,,
92,"Z Imran, D Terzopoulos",Multi-Adversarial Variational Autoencoder Nets for Simultaneous Image Generation and Classification,6,2021, Springer, Deep Learning Applications  Volume 2,https://link.springer.com/chapter/10.1007/978-981-15-6759-9_11,3,,,,
270,"Marani, ML Nehdi",Predicting shear strength of FRP-reinforced concrete beams using novel synthetic data driven deep learning,3,2022, Elsevier, Engineering Structures,https://www.sciencedirect.com/science/article/pii/S014102962200222X,3,,,,
826,"Zhang, VM Patel, BS Riggan, S Hu",Generative adversarial network-based synthesis of visible faces from polarimetric thermal faces,19,2017, arxiv.org, arXiv preprint arXiv:1708.02681,https://arxiv.org/abs/1708.02681,3,,,,
252,"Chalé, ND Bastian",Generating realistic cyber data for training and evaluating machine learning classifiers for network intrusion detection systems,3,2022, Elsevier, Expert Systems with Applications,https://www.sciencedirect.com/science/article/pii/S0957417422011757,3,,,,
330,"Le Vine, M Zeigenfuse…",Extracting tables from documents using conditional generative adversarial networks and genetic algorithms,11,2019, ieeexplore.ieee.org, 2019 International Joint …,https://ieeexplore.ieee.org/abstract/document/8851886/,3,,,,
569,"Zhu, X Pan, S vanden Broucke, J Xiao",A GAN-based hybrid sampling method for imbalanced customer classification,3,2022, Elsevier, Information Sciences,https://www.sciencedirect.com/science/article/pii/S0020025522008362,3,,,,
933," Xie, CM Pun, KM Lam",Implicit and Explicit Feature Purification for Age-invariant Facial Representation Learning,3,2022, ieeexplore.ieee.org, IEEE Transactions on Information …,https://ieeexplore.ieee.org/abstract/document/9682736/,3,,,,
224," Sadek, WA Omran, MAM Hassan…",Data driven stochastic energy management for isolated microgrids based on generative adversarial networks considering reactive power capabilities of distributed …,9,2020, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9311722/,3,,,,
39,"Zhang, NA Zaidi, J Zhou, G Li",GANBLR: a tabular data generation model,3,2021, ieeexplore.ieee.org, … Conference on Data Mining …,https://ieeexplore.ieee.org/abstract/document/9679177/,2,,,,
526," Iranmanesh, NM Nasrabadi",Attribute-guided deep polarimetric thermal-to-visible face recognition,7,2019, ieeexplore.ieee.org, … International Conference on …,https://ieeexplore.ieee.org/abstract/document/8987416/,2,,,,
812,"Saha, N Sheikh",Ultrasound image classification using ACGAN with small training dataset,6,2020, Springer, International Symposium on Signal and Image …,https://link.springer.com/chapter/10.1007/978-981-33-6966-5_9,2,,,,
173,"Han, S Liu, K Chen, N Yu, Z Feng, M Song",Imbalanced sample generation and evaluation for power system transient stability using ctgan,5,2021, Springer, International Conference on …,https://link.springer.com/chapter/10.1007/978-3-030-93247-3_55,2,,,,
882," Rahman, SZ Gurbuz",Multi-frequency rf sensor data adaptation for motion recognition with multi-modal deep learning,4,2021, ieeexplore.ieee.org, 2021 IEEE Radar Conference …,https://ieeexplore.ieee.org/abstract/document/9455204/,2,,,,
786,"Adams, E Murphy, J Sutor…",Assessing the qualities of synthetic visual data production,3,2021, ieeexplore.ieee.org, 2021 9th International …,https://ieeexplore.ieee.org/abstract/document/9419586/,2,,,,
509,"Kunanbayev, B Abibullaev…",Data augmentation for p300-based brain-computer interfaces using generative adversarial networks,3,2021, ieeexplore.ieee.org, 2021 9th International …,https://ieeexplore.ieee.org/abstract/document/9385317/,2,,,,
38,"Hazra, YC Byun","Generating synthetic fermentation data of Shindari, a traditional Jeju beverage, using multiple imputation ensemble and generative adversarial networks",3,2021, mdpi.com, Applied Sciences,https://www.mdpi.com/1041994,2,,,,
60,"Kim, C Lee, Y Shin, S Park, M Kim, N Park…",Sos: Score-based oversampling for tabular data,2,2022, dl.acm.org, … Discovery and Data …,https://dl.acm.org/doi/abs/10.1145/3534678.3539454,2,,,,
68,"Hou, Z Chen, M Wu, CS Foo, X Li…",Mahalanobis distance based adversarial network for anomaly detection,6,2020, ieeexplore.ieee.org,2020 …,https://ieeexplore.ieee.org/abstract/document/9053206/,2,,,,
829,"Xie, M Xia, TT Wong",Exploiting aliasing for manga restoration,4,2021, openaccess.thecvf.com, … of the IEEE/CVF Conference on …,http://openaccess.thecvf.com/content/CVPR2021/html/Xie_Exploiting_Aliasing_for_Manga_Restoration_CVPR_2021_paper.html,2,,,,
172,"Sun, J van Soest, M Dumontier",Improving Correlation Capture in Generating Imbalanced Data using Differentially Private Conditional GANs,2,2022, arxiv.org, arXiv preprint arXiv:2206.13787,https://arxiv.org/abs/2206.13787,2,,,,
514,"Wu, Y Kang, J Luo, Y He, Q Yang",Fedcg: Leverage conditional gan for protecting privacy and maintaining competitive performance in federated learning,5,2021, arxiv.org, arXiv preprint arXiv:2111.08211,https://arxiv.org/abs/2111.08211,2,,,,
419,"Biswas, P Bhattacharya, SP Maity…",Data augmentation for improved brain tumor segmentation,4,2021, Taylor & Francis, IETE Journal of …,https://www.tandfonline.com/doi/abs/10.1080/03772063.2021.1905562,2,,,,
65,"Van Looveren, J Klaise, G Vacanti…",Conditional generative models for counterfactual explanations,5,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2101.10123,2,,,,
158,"Regenwetter, F Ahmed",Design Target Achievement Index: A Differentiable Metric to Enhance Deep Generative Models in Multi-Objective Inverse Design,2,2022, arxiv.org, arXiv preprint arXiv:2205.03005,https://arxiv.org/abs/2205.03005,2,,,,
562,"Bertsimas, X Boix, KV Carballo, D Hertog",A robust optimization approach to deep learning,4,2021, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/2112.09279,2,,,,
519,"Xu, T Jiang, J Gong, H Xu, X Qin",WLAN interference signal recognition using an improved quadruple generative adversarial network,4,2021, Elsevier, Digital Signal Processing,https://www.sciencedirect.com/science/article/pii/S105120042100227X,2,,,,
427,"Sandilya, SR Nirmala, N Saikia",Compressed Sensing MRI Reconstruction Using Generative Adversarial Network with Rician De-noising,3,2021, Springer, Applied Magnetic Resonance,https://link.springer.com/article/10.1007/s00723-021-01416-0,2,,,,
543,"Demir, T Koik",Autobayes: Automated bayesian graph exploration for nuisance-robust inference,5,2021, ieeexplore.ieee.org, IEEE Access,https://ieeexplore.ieee.org/abstract/document/9373307/,2,,,,
606," Aung, Y Fadila, R Gondokaryono…",Building robust deep neural networks for road sign detection,10,2017, arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1712.09327,2,,,,
595," Reza, SS Bukhari, M Jenckel…",Table localization and segmentation using GAN and CNN,9,2019, ieeexplore.ieee.org, … on Document Analysis …,https://ieeexplore.ieee.org/abstract/document/8893125/,2,,,,
857,"Srinivas, G Aditya Sai…","A Comprehensive Survey of Techniques, Applications, and Challenges in Deep Learning: A Revolution in Machine Learning",2,2022, kalaharijournals.com, International Journal of …,https://kalaharijournals.com/resources/MAY_37.pdf,2,,,,
